respID,obsID,qID,altID,choice,price,percent_cacao,crispy_rice,brand
129,1028,4,3,1,1.5,0.1,0,Hershey
129,1029,5,1,0,1,0.8,1,Lindt
129,1029,5,2,1,1.2,0.8,0,Hershey
129,1029,5,3,0,1.2,0.6,1,Hershey
129,1030,6,1,1,1,0.7,1,Hershey
129,1030,6,2,0,3,0.7,0,Hershey
129,1030,6,3,0,1.2,0.7,0,Hershey
129,1031,7,1,0,1,0.1,1,Hershey
129,1031,7,2,1,1.2,0.8,0,Lindt
129,1031,7,3,0,3,0.7,0,Ghirardelli
129,1032,8,1,1,1.2,0.7,0,Ghirardelli
129,1032,8,2,0,1.2,0.6,0,Hershey
129,1032,8,3,0,1.2,0.1,0,Ghirardelli
130,1033,1,1,1,1.2,0.8,1,Lindt
130,1033,1,2,0,1,0.7,0,Hershey
130,1033,1,3,0,1,0.8,1,Lindt
130,1034,2,1,0,1,0.7,1,Hershey
130,1034,2,2,0,2,0.8,0,Hershey
130,1034,2,3,1,1.5,0.1,1,Ghirardelli
130,1035,3,1,0,1.2,0.1,1,Ghirardelli
130,1035,3,2,1,1,0.6,1,Lindt
130,1035,3,3,0,1,0.6,1,Hershey
130,1036,4,1,0,3,0.6,1,Ghirardelli
130,1036,4,2,1,1,0.6,0,Hershey
130,1036,4,3,0,2,0.7,1,Lindt
130,1037,5,1,0,1.5,0.7,0,Hershey
130,1037,5,2,1,1.2,0.6,0,Lindt
130,1037,5,3,0,1.2,0.7,0,Lindt
130,1038,6,1,0,2,0.7,0,Lindt
130,1038,6,2,1,1.5,0.8,0,Hershey
130,1038,6,3,0,1.2,0.8,0,Hershey
130,1039,7,1,0,2,0.6,0,Lindt
130,1039,7,2,0,1,0.6,0,Ghirardelli
130,1039,7,3,1,1.2,0.8,1,Lindt
130,1040,8,1,0,1,0.6,1,Hershey
130,1040,8,2,0,2.5,0.1,0,Hershey
130,1040,8,3,1,3,0.8,1,Ghirardelli
131,1041,1,1,0,1.2,0.8,0,Ghirardelli
131,1041,1,2,1,1.2,0.8,1,Ghirardelli
131,1041,1,3,0,1.2,0.8,0,Hershey
131,1042,2,1,1,1.5,0.7,0,Ghirardelli
131,1042,2,2,0,2,0.6,1,Hershey
131,1042,2,3,0,3,0.8,1,Lindt
131,1043,3,1,0,1.2,0.1,1,Ghirardelli
131,1043,3,2,0,2.5,0.1,0,Hershey
131,1043,3,3,1,2.5,0.6,0,Hershey
131,1044,4,1,0,1.5,0.6,1,Ghirardelli
131,1044,4,2,0,1.2,0.7,1,Ghirardelli
131,1044,4,3,1,1.5,0.7,1,Lindt
131,1045,5,1,0,2.5,0.7,0,Lindt
131,1045,5,2,0,2.5,0.7,1,Lindt
131,1045,5,3,1,2,0.7,1,Lindt
131,1046,6,1,1,1.2,0.7,0,Lindt
131,1046,6,2,0,1.2,0.1,1,Ghirardelli
131,1046,6,3,0,2.5,0.7,1,Hershey
131,1047,7,1,1,3,0.8,0,Lindt
131,1047,7,2,0,3,0.1,1,Ghirardelli
131,1047,7,3,0,1,0.7,0,Hershey
131,1048,8,1,0,3,0.8,0,Lindt
131,1048,8,2,1,1.5,0.7,0,Hershey
131,1048,8,3,0,1.5,0.7,0,Ghirardelli
132,1049,1,1,0,3,0.8,0,Hershey
132,1049,1,2,0,1.5,0.7,1,Ghirardelli
132,1049,1,3,1,2.5,0.7,0,Ghirardelli
132,1050,2,1,1,2,0.7,0,Hershey
132,1050,2,2,0,3,0.8,1,Lindt
132,1050,2,3,0,2.5,0.6,1,Hershey
132,1051,3,1,0,1,0.1,0,Ghirardelli
132,1051,3,2,0,1.5,0.8,0,Ghirardelli
132,1051,3,3,1,2,0.1,0,Ghirardelli
132,1052,4,1,0,2,0.1,0,Ghirardelli
132,1052,4,2,1,1.5,0.7,1,Ghirardelli
132,1052,4,3,0,1.5,0.1,1,Hershey
132,1053,5,1,1,1.2,0.7,1,Hershey
132,1053,5,2,0,2,0.1,1,Lindt
132,1053,5,3,0,2.5,0.8,0,Hershey
132,1054,6,1,1,1.5,0.6,0,Lindt
132,1054,6,2,0,3,0.6,0,Hershey
132,1054,6,3,0,1.2,0.1,1,Ghirardelli
132,1055,7,1,0,3,0.1,1,Lindt
132,1055,7,2,0,1.2,0.1,0,Ghirardelli
132,1055,7,3,1,1,0.6,1,Lindt
132,1056,8,1,1,1,0.1,1,Ghirardelli
132,1056,8,2,0,1,0.6,1,Lindt
132,1056,8,3,0,1,0.6,0,Hershey
133,1057,1,1,1,2,0.8,0,Hershey
133,1057,1,2,0,2,0.7,1,Lindt
133,1057,1,3,0,2.5,0.7,1,Ghirardelli
133,1058,2,1,1,1.5,0.8,1,Ghirardelli
133,1058,2,2,0,2,0.6,0,Lindt
133,1058,2,3,0,1,0.6,1,Ghirardelli
133,1059,3,1,1,1.2,0.6,1,Ghirardelli
133,1059,3,2,0,1.5,0.7,1,Ghirardelli
133,1059,3,3,0,2,0.6,0,Hershey
133,1060,4,1,0,3,0.1,1,Ghirardelli
133,1060,4,2,0,2,0.8,0,Lindt
133,1060,4,3,1,1.2,0.7,1,Lindt
133,1061,5,1,0,2,0.7,0,Hershey
133,1061,5,2,1,2,0.7,1,Ghirardelli
133,1061,5,3,0,3,0.8,1,Lindt
133,1062,6,1,0,3,0.1,0,Lindt
133,1062,6,2,1,1.5,0.6,1,Hershey
133,1062,6,3,0,2,0.8,1,Hershey
133,1063,7,1,0,2.5,0.8,1,Ghirardelli
133,1063,7,2,1,1.2,0.8,0,Ghirardelli
133,1063,7,3,0,3,0.1,1,Lindt
133,1064,8,1,1,1.2,0.1,0,Hershey
133,1064,8,2,0,1.2,0.7,1,Lindt
133,1064,8,3,0,2.5,0.1,1,Lindt
134,1065,1,1,0,2,0.6,0,Hershey
134,1065,1,2,0,3,0.6,0,Hershey
134,1065,1,3,1,2,0.8,0,Hershey
134,1066,2,1,0,1,0.6,0,Hershey
134,1066,2,2,0,1,0.6,0,Ghirardelli
134,1066,2,3,1,2.5,0.6,0,Ghirardelli
134,1067,3,1,0,1,0.6,1,Lindt
134,1067,3,2,0,2.5,0.6,1,Lindt
134,1067,3,3,1,1,0.7,1,Ghirardelli
134,1068,4,1,0,2,0.7,0,Ghirardelli
134,1068,4,2,0,3,0.6,0,Ghirardelli
134,1068,4,3,1,2.5,0.6,0,Ghirardelli
134,1069,5,1,0,2.5,0.1,1,Ghirardelli
134,1069,5,2,0,1.5,0.1,0,Hershey
134,1069,5,3,1,1,0.6,1,Hershey
134,1070,6,1,1,1,0.1,0,Lindt
134,1070,6,2,0,1.2,0.1,1,Lindt
134,1070,6,3,0,2,0.1,0,Lindt
134,1071,7,1,0,2,0.6,1,Hershey
134,1071,7,2,1,1,0.7,0,Lindt
134,1071,7,3,0,2.5,0.6,1,Ghirardelli
134,1072,8,1,1,1,0.8,1,Hershey
134,1072,8,2,0,1.2,0.6,0,Hershey
134,1072,8,3,0,1.2,0.1,0,Ghirardelli
135,1073,1,1,0,1.5,0.8,0,Hershey
135,1073,1,2,1,1.2,0.7,0,Hershey
135,1073,1,3,0,2,0.6,1,Hershey
135,1074,2,1,1,1.2,0.1,1,Ghirardelli
135,1074,2,2,0,3,0.8,1,Ghirardelli
135,1074,2,3,0,1.2,0.7,0,Hershey
135,1075,3,1,1,2,0.8,0,Hershey
135,1075,3,2,0,3,0.6,1,Hershey
135,1075,3,3,0,2,0.1,1,Ghirardelli
135,1076,4,1,0,2.5,0.6,0,Hershey
135,1076,4,2,1,1.5,0.8,1,Hershey
135,1076,4,3,0,1.2,0.8,1,Lindt
135,1077,5,1,1,1.5,0.8,1,Lindt
135,1077,5,2,0,2,0.8,0,Hershey
135,1077,5,3,0,3,0.8,0,Hershey
135,1078,6,1,1,2.5,0.1,0,Ghirardelli
135,1078,6,2,0,3,0.6,1,Ghirardelli
135,1078,6,3,0,3,0.6,0,Lindt
135,1079,7,1,0,1,0.7,1,Ghirardelli
135,1079,7,2,1,3,0.8,0,Hershey
135,1079,7,3,0,1,0.8,1,Hershey
135,1080,8,1,0,2,0.1,0,Hershey
135,1080,8,2,0,3,0.6,1,Hershey
135,1080,8,3,1,3,0.6,0,Lindt
136,1081,1,1,0,2.5,0.8,1,Lindt
136,1081,1,2,1,1,0.8,1,Lindt
136,1081,1,3,0,2,0.7,1,Lindt
136,1082,2,1,0,1.2,0.6,1,Ghirardelli
136,1082,2,2,1,1,0.8,0,Ghirardelli
136,1082,2,3,0,3,0.8,0,Hershey
136,1083,3,1,1,1.2,0.7,0,Ghirardelli
136,1083,3,2,0,3,0.6,1,Ghirardelli
136,1083,3,3,0,2,0.1,1,Ghirardelli
136,1084,4,1,0,3,0.8,1,Hershey
136,1084,4,2,1,1.2,0.8,1,Lindt
136,1084,4,3,0,1,0.7,0,Hershey
136,1085,5,1,0,2.5,0.7,0,Lindt
136,1085,5,2,1,1,0.8,0,Hershey
136,1085,5,3,0,3,0.7,1,Hershey
136,1086,6,1,1,2.5,0.6,0,Lindt
136,1086,6,2,0,2.5,0.8,0,Ghirardelli
136,1086,6,3,0,1.2,0.8,1,Hershey
136,1087,7,1,1,1.5,0.7,1,Lindt
136,1087,7,2,0,2.5,0.1,0,Lindt
136,1087,7,3,0,1.2,0.1,1,Ghirardelli
136,1088,8,1,1,1.5,0.8,0,Lindt
136,1088,8,2,0,3,0.1,0,Lindt
136,1088,8,3,0,1.2,0.6,1,Lindt
137,1089,1,1,0,1.2,0.7,1,Lindt
137,1089,1,2,1,1.2,0.6,1,Lindt
137,1089,1,3,0,2,0.1,0,Lindt
137,1090,2,1,0,2.5,0.1,1,Ghirardelli
137,1090,2,2,0,1,0.8,0,Hershey
137,1090,2,3,1,2.5,0.1,1,Hershey
137,1091,3,1,0,1.2,0.7,1,Hershey
137,1091,3,2,1,1.2,0.8,1,Ghirardelli
137,1091,3,3,0,3,0.8,1,Hershey
137,1092,4,1,0,3,0.6,0,Lindt
137,1092,4,2,0,3,0.8,0,Ghirardelli
137,1092,4,3,1,2.5,0.7,1,Ghirardelli
137,1093,5,1,0,1,0.1,1,Hershey
137,1093,5,2,0,1,0.7,1,Ghirardelli
137,1093,5,3,1,1.2,0.1,1,Lindt
137,1094,6,1,0,1,0.1,1,Lindt
137,1094,6,2,1,1.5,0.1,1,Ghirardelli
137,1094,6,3,0,1,0.7,0,Hershey
137,1095,7,1,0,1,0.8,1,Lindt
137,1095,7,2,1,2,0.8,1,Ghirardelli
137,1095,7,3,0,1.2,0.1,1,Lindt
137,1096,8,1,0,3,0.1,1,Ghirardelli
137,1096,8,2,1,1.2,0.6,0,Hershey
137,1096,8,3,0,3,0.6,0,Lindt
138,1097,1,1,0,1.2,0.7,0,Lindt
138,1097,1,2,1,3,0.8,1,Ghirardelli
138,1097,1,3,0,2.5,0.6,1,Ghirardelli
138,1098,2,1,0,3,0.1,1,Ghirardelli
138,1098,2,2,1,1.2,0.7,1,Ghirardelli
138,1098,2,3,0,2.5,0.7,1,Hershey
138,1099,3,1,0,1.5,0.8,0,Hershey
138,1099,3,2,1,2,0.6,1,Lindt
138,1099,3,3,0,1.5,0.6,0,Hershey
138,1100,4,1,1,1,0.1,1,Lindt
138,1100,4,2,0,3,0.8,1,Hershey
138,1100,4,3,0,1.2,0.6,1,Ghirardelli
138,1101,5,1,0,1.2,0.8,1,Ghirardelli
138,1101,5,2,1,1.2,0.6,0,Ghirardelli
138,1101,5,3,0,3,0.6,1,Hershey
138,1102,6,1,0,2.5,0.6,0,Hershey
138,1102,6,2,1,1.2,0.8,0,Ghirardelli
138,1102,6,3,0,2.5,0.7,0,Hershey
138,1103,7,1,1,2,0.1,0,Lindt
138,1103,7,2,0,1,0.1,1,Ghirardelli
138,1103,7,3,0,3,0.8,0,Ghirardelli
138,1104,8,1,0,1.5,0.1,1,Lindt
138,1104,8,2,1,1,0.6,1,Hershey
138,1104,8,3,0,3,0.1,1,Lindt
139,1105,1,1,1,2,0.6,1,Lindt
139,1105,1,2,0,2,0.1,0,Ghirardelli
139,1105,1,3,0,2.5,0.7,0,Lindt
139,1106,2,1,0,2.5,0.6,1,Ghirardelli
139,1106,2,2,0,2.5,0.6,0,Lindt
139,1106,2,3,1,1.5,0.6,0,Ghirardelli
139,1107,3,1,0,2.5,0.1,1,Ghirardelli
139,1107,3,2,0,1,0.8,0,Lindt
139,1107,3,3,1,2.5,0.7,0,Ghirardelli
139,1108,4,1,0,2.5,0.6,1,Ghirardelli
139,1108,4,2,1,3,0.1,0,Lindt
139,1108,4,3,0,2,0.7,1,Ghirardelli
139,1109,5,1,1,2,0.1,1,Hershey
139,1109,5,2,0,1,0.8,1,Hershey
139,1109,5,3,0,2,0.8,1,Hershey
139,1110,6,1,1,1.5,0.7,0,Hershey
139,1110,6,2,0,2,0.1,1,Ghirardelli
139,1110,6,3,0,3,0.7,1,Hershey
139,1111,7,1,0,3,0.7,0,Ghirardelli
139,1111,7,2,1,1.5,0.6,1,Ghirardelli
139,1111,7,3,0,1.2,0.1,1,Lindt
139,1112,8,1,1,2.5,0.1,0,Ghirardelli
139,1112,8,2,0,3,0.6,0,Lindt
139,1112,8,3,0,1.5,0.6,1,Ghirardelli
140,1113,1,1,1,1,0.8,1,Hershey
140,1113,1,2,0,1.2,0.6,0,Lindt
140,1113,1,3,0,1,0.1,1,Hershey
140,1114,2,1,0,2,0.6,1,Ghirardelli
140,1114,2,2,1,2,0.7,0,Ghirardelli
140,1114,2,3,0,1.2,0.8,1,Hershey
140,1115,3,1,0,1.2,0.7,0,Hershey
140,1115,3,2,1,1.2,0.1,0,Lindt
140,1115,3,3,0,1.5,0.6,1,Lindt
140,1116,4,1,1,2.5,0.7,0,Ghirardelli
140,1116,4,2,0,2,0.6,1,Ghirardelli
140,1116,4,3,0,2.5,0.8,1,Ghirardelli
140,1117,5,1,0,2,0.7,1,Lindt
140,1117,5,2,0,2,0.1,1,Lindt
140,1117,5,3,1,1.5,0.8,0,Hershey
140,1118,6,1,0,2,0.7,1,Ghirardelli
140,1118,6,2,1,1.2,0.8,0,Ghirardelli
140,1118,6,3,0,2.5,0.7,1,Ghirardelli
140,1119,7,1,1,2,0.7,0,Lindt
140,1119,7,2,0,1.2,0.8,1,Lindt
140,1119,7,3,0,2.5,0.8,0,Lindt
140,1120,8,1,0,2.5,0.1,1,Lindt
140,1120,8,2,0,2,0.6,1,Ghirardelli
140,1120,8,3,1,1.2,0.7,0,Lindt
141,1121,1,1,0,2.5,0.6,0,Ghirardelli
141,1121,1,2,0,2,0.1,0,Lindt
141,1121,1,3,1,1.2,0.1,0,Hershey
141,1122,2,1,0,2.5,0.1,1,Ghirardelli
141,1122,2,2,1,1.2,0.6,1,Hershey
141,1122,2,3,0,1,0.1,0,Lindt
141,1123,3,1,0,2.5,0.8,1,Hershey
141,1123,3,2,1,2,0.6,1,Lindt
141,1123,3,3,0,2.5,0.6,1,Hershey
141,1124,4,1,0,3,0.1,1,Lindt
141,1124,4,2,0,3,0.7,0,Ghirardelli
141,1124,4,3,1,2.5,0.8,1,Ghirardelli
141,1125,5,1,0,1.2,0.6,1,Lindt
141,1125,5,2,1,2,0.6,0,Lindt
141,1125,5,3,0,2,0.8,1,Hershey
141,1126,6,1,0,2,0.8,1,Ghirardelli
141,1126,6,2,0,3,0.7,0,Lindt
141,1126,6,3,1,1.5,0.6,1,Ghirardelli
141,1127,7,1,0,3,0.1,1,Lindt
141,1127,7,2,0,3,0.8,1,Hershey
141,1127,7,3,1,2,0.8,1,Ghirardelli
141,1128,8,1,0,3,0.6,0,Lindt
141,1128,8,2,1,1.5,0.8,0,Hershey
141,1128,8,3,0,1,0.8,1,Hershey
142,1129,1,1,1,2.5,0.8,0,Lindt
142,1129,1,2,0,2.5,0.8,1,Hershey
142,1129,1,3,0,1,0.6,1,Lindt
142,1130,2,1,0,2,0.1,0,Lindt
142,1130,2,2,1,1.2,0.6,0,Hershey
142,1130,2,3,0,3,0.1,1,Ghirardelli
142,1131,3,1,0,2.5,0.1,0,Hershey
142,1131,3,2,0,3,0.1,0,Hershey
142,1131,3,3,1,2.5,0.6,0,Lindt
142,1132,4,1,0,3,0.6,1,Lindt
142,1132,4,2,1,1.5,0.6,0,Ghirardelli
142,1132,4,3,0,2,0.8,0,Hershey
142,1133,5,1,0,1.5,0.6,0,Hershey
142,1133,5,2,1,1,0.8,0,Hershey
142,1133,5,3,0,1.2,0.7,1,Ghirardelli
142,1134,6,1,1,1,0.6,0,Hershey
142,1134,6,2,0,3,0.6,0,Lindt
142,1134,6,3,0,1.2,0.7,1,Lindt
142,1135,7,1,1,3,0.6,0,Ghirardelli
142,1135,7,2,0,2,0.6,0,Lindt
142,1135,7,3,0,1,0.8,0,Hershey
142,1136,8,1,0,3,0.1,0,Lindt
142,1136,8,2,0,2,0.7,1,Lindt
142,1136,8,3,1,1,0.7,0,Ghirardelli
143,1137,1,1,0,3,0.7,0,Hershey
143,1137,1,2,1,3,0.1,1,Hershey
143,1137,1,3,0,1.5,0.1,1,Hershey
143,1138,2,1,1,1.5,0.1,1,Hershey
143,1138,2,2,0,2.5,0.6,0,Lindt
143,1138,2,3,0,2,0.6,0,Ghirardelli
143,1139,3,1,0,1.2,0.6,0,Ghirardelli
143,1139,3,2,0,1,0.7,1,Lindt
143,1139,3,3,1,1.2,0.8,1,Hershey
143,1140,4,1,1,1,0.8,0,Ghirardelli
143,1140,4,2,0,1.5,0.6,0,Hershey
143,1140,4,3,0,3,0.7,0,Hershey
143,1141,5,1,1,1.5,0.8,0,Lindt
143,1141,5,2,0,2.5,0.8,1,Ghirardelli
143,1141,5,3,0,1.5,0.6,0,Ghirardelli
143,1142,6,1,0,2.5,0.6,1,Ghirardelli
143,1142,6,2,1,1.2,0.1,0,Ghirardelli
143,1142,6,3,0,2.5,0.7,0,Ghirardelli
143,1143,7,1,0,1.5,0.8,1,Hershey
143,1143,7,2,0,1,0.7,1,Lindt
143,1143,7,3,1,1.5,0.1,0,Ghirardelli
143,1144,8,1,0,1,0.8,1,Hershey
143,1144,8,2,0,1.2,0.8,1,Lindt
143,1144,8,3,1,1,0.6,0,Ghirardelli
144,1145,1,1,1,1,0.8,1,Lindt
144,1145,1,2,0,1.2,0.8,0,Lindt
144,1145,1,3,0,1,0.6,1,Hershey
144,1146,2,1,1,1.2,0.8,0,Lindt
144,1146,2,2,0,3,0.6,0,Hershey
144,1146,2,3,0,1.2,0.7,1,Ghirardelli
144,1147,3,1,1,1.5,0.7,1,Ghirardelli
144,1147,3,2,0,1.2,0.1,0,Hershey
144,1147,3,3,0,1.5,0.7,1,Lindt
144,1148,4,1,0,2.5,0.6,1,Lindt
144,1148,4,2,1,1.2,0.8,1,Ghirardelli
144,1148,4,3,0,2.5,0.8,0,Hershey
144,1149,5,1,0,2.5,0.7,1,Lindt
144,1149,5,2,1,1.5,0.8,1,Hershey
144,1149,5,3,0,3,0.6,0,Ghirardelli
144,1150,6,1,0,3,0.7,1,Lindt
144,1150,6,2,0,2,0.8,1,Lindt
144,1150,6,3,1,3,0.7,0,Hershey
144,1151,7,1,0,1.5,0.7,1,Ghirardelli
144,1151,7,2,0,2,0.6,0,Ghirardelli
144,1151,7,3,1,3,0.7,1,Ghirardelli
144,1152,8,1,1,1.5,0.6,1,Hershey
144,1152,8,2,0,1.2,0.1,0,Lindt
144,1152,8,3,0,1.5,0.1,0,Hershey
145,1153,1,1,0,3,0.1,1,Ghirardelli
145,1153,1,2,1,1,0.6,1,Hershey
145,1153,1,3,0,2.5,0.6,1,Ghirardelli
145,1154,2,1,1,1,0.6,1,Lindt
145,1154,2,2,0,2.5,0.7,1,Lindt
145,1154,2,3,0,3,0.8,0,Hershey
145,1155,3,1,1,2,0.1,0,Hershey
145,1155,3,2,0,1.5,0.1,1,Hershey
145,1155,3,3,0,2,0.1,0,Lindt
145,1156,4,1,0,3,0.1,1,Ghirardelli
145,1156,4,2,0,2,0.1,1,Lindt
145,1156,4,3,1,3,0.1,1,Lindt
145,1157,5,1,1,2,0.6,0,Ghirardelli
145,1157,5,2,0,1.2,0.1,1,Ghirardelli
145,1157,5,3,0,2.5,0.8,0,Lindt
145,1158,6,1,0,1.5,0.6,1,Lindt
145,1158,6,2,1,2.5,0.1,0,Lindt
145,1158,6,3,0,1.5,0.8,1,Hershey
145,1159,7,1,0,1.2,0.8,0,Lindt
145,1159,7,2,1,1,0.6,0,Hershey
145,1159,7,3,0,2,0.8,1,Lindt
145,1160,8,1,0,3,0.6,0,Ghirardelli
145,1160,8,2,1,1,0.7,1,Ghirardelli
145,1160,8,3,0,2.5,0.8,0,Hershey
146,1161,1,1,0,1.2,0.7,0,Hershey
146,1161,1,2,1,2,0.6,0,Hershey
146,1161,1,3,0,1,0.8,1,Hershey
146,1162,2,1,1,2.5,0.1,0,Lindt
146,1162,2,2,0,2,0.8,0,Hershey
146,1162,2,3,0,3,0.7,1,Hershey
146,1163,3,1,1,1.5,0.7,0,Hershey
146,1163,3,2,0,2,0.7,1,Lindt
146,1163,3,3,0,2,0.1,1,Lindt
146,1164,4,1,0,2.5,0.7,1,Hershey
146,1164,4,2,1,1,0.6,1,Ghirardelli
146,1164,4,3,0,3,0.1,1,Lindt
146,1165,5,1,1,3,0.8,1,Ghirardelli
146,1165,5,2,0,3,0.1,0,Hershey
146,1165,5,3,0,1,0.6,1,Hershey
146,1166,6,1,0,2,0.6,1,Ghirardelli
146,1166,6,2,1,1.5,0.1,0,Lindt
146,1166,6,3,0,3,0.6,1,Lindt
146,1167,7,1,1,1.5,0.7,0,Lindt
146,1167,7,2,0,1.5,0.1,0,Hershey
146,1167,7,3,0,1.5,0.1,1,Lindt
146,1168,8,1,0,2,0.1,1,Ghirardelli
146,1168,8,2,0,1,0.8,0,Hershey
146,1168,8,3,1,1,0.6,1,Ghirardelli
147,1169,1,1,0,3,0.6,0,Hershey
147,1169,1,2,1,1.2,0.6,1,Ghirardelli
147,1169,1,3,0,1.2,0.6,1,Lindt
147,1170,2,1,0,3,0.7,1,Hershey
147,1170,2,2,1,2.5,0.6,0,Ghirardelli
147,1170,2,3,0,1.5,0.8,1,Lindt
147,1171,3,1,0,1.5,0.6,0,Lindt
147,1171,3,2,1,1,0.6,1,Hershey
147,1171,3,3,0,1.5,0.6,0,Hershey
147,1172,4,1,1,1,0.6,0,Lindt
147,1172,4,2,0,2.5,0.8,1,Lindt
147,1172,4,3,0,1.2,0.6,0,Ghirardelli
147,1173,5,1,0,1.2,0.8,1,Hershey
147,1173,5,2,0,1.5,0.1,1,Lindt
147,1173,5,3,1,1.2,0.8,1,Lindt
147,1174,6,1,0,1.5,0.8,1,Hershey
147,1174,6,2,1,2.5,0.7,0,Ghirardelli
147,1174,6,3,0,3,0.8,0,Lindt
147,1175,7,1,0,2.5,0.7,1,Hershey
147,1175,7,2,0,2.5,0.6,1,Hershey
147,1175,7,3,1,1.2,0.7,1,Lindt
147,1176,8,1,1,1.5,0.6,1,Hershey
147,1176,8,2,0,1.2,0.8,1,Lindt
147,1176,8,3,0,2.5,0.7,1,Hershey
148,1177,1,1,0,3,0.7,0,Lindt
148,1177,1,2,1,3,0.8,0,Lindt
148,1177,1,3,0,1.2,0.1,0,Ghirardelli
148,1178,2,1,0,1,0.1,1,Lindt
148,1178,2,2,0,1.5,0.1,1,Lindt
148,1178,2,3,1,2.5,0.6,1,Lindt
148,1179,3,1,0,2.5,0.7,1,Hershey
148,1179,3,2,1,2.5,0.8,0,Hershey
148,1179,3,3,0,2,0.7,1,Ghirardelli
148,1180,4,1,0,2,0.8,1,Lindt
148,1180,4,2,0,2,0.7,0,Ghirardelli
148,1180,4,3,1,1.2,0.1,0,Ghirardelli
148,1181,5,1,1,2,0.6,1,Lindt
148,1181,5,2,0,3,0.6,1,Hershey
148,1181,5,3,0,2.5,0.1,1,Lindt
148,1182,6,1,0,1.5,0.7,1,Lindt
148,1182,6,2,1,3,0.6,0,Hershey
148,1182,6,3,0,1.5,0.6,1,Hershey
148,1183,7,1,0,2,0.7,1,Ghirardelli
148,1183,7,2,0,1,0.6,0,Lindt
148,1183,7,3,1,1.2,0.8,1,Hershey
148,1184,8,1,0,2,0.8,1,Hershey
148,1184,8,2,1,1.5,0.1,1,Ghirardelli
148,1184,8,3,0,2.5,0.8,1,Lindt
149,1185,1,1,0,1,0.7,1,Ghirardelli
149,1185,1,2,0,1,0.8,1,Hershey
149,1185,1,3,1,1,0.1,1,Ghirardelli
149,1186,2,1,1,1.5,0.1,1,Lindt
149,1186,2,2,0,2,0.8,0,Lindt
149,1186,2,3,0,1.5,0.8,1,Ghirardelli
149,1187,3,1,0,1.5,0.7,1,Hershey
149,1187,3,2,1,2,0.8,1,Ghirardelli
149,1187,3,3,0,1,0.6,0,Hershey
149,1188,4,1,0,1,0.1,1,Hershey
149,1188,4,2,1,1,0.6,0,Ghirardelli
149,1188,4,3,0,3,0.7,1,Lindt
149,1189,5,1,0,2.5,0.8,0,Lindt
149,1189,5,2,1,3,0.7,0,Ghirardelli
149,1189,5,3,0,1.2,0.6,0,Ghirardelli
149,1190,6,1,1,1.5,0.6,0,Ghirardelli
149,1190,6,2,0,2.5,0.8,0,Hershey
149,1190,6,3,0,3,0.6,1,Hershey
149,1191,7,1,0,1,0.1,0,Hershey
149,1191,7,2,1,2.5,0.8,1,Hershey
149,1191,7,3,0,3,0.6,0,Ghirardelli
149,1192,8,1,1,1.2,0.6,0,Hershey
149,1192,8,2,0,1,0.6,0,Lindt
149,1192,8,3,0,1.2,0.8,1,Hershey
150,1193,1,1,1,1.2,0.8,1,Lindt
150,1193,1,2,0,3,0.1,1,Ghirardelli
150,1193,1,3,0,1.2,0.1,1,Ghirardelli
150,1194,2,1,0,1.2,0.7,0,Ghirardelli
150,1194,2,2,1,1,0.1,0,Hershey
150,1194,2,3,0,2,0.6,0,Hershey
150,1195,3,1,0,1,0.1,0,Lindt
150,1195,3,2,1,1.2,0.1,0,Ghirardelli
150,1195,3,3,0,2,0.6,1,Hershey
150,1196,4,1,0,2.5,0.6,1,Ghirardelli
150,1196,4,2,0,2,0.6,0,Ghirardelli
150,1196,4,3,1,3,0.6,0,Hershey
150,1197,5,1,1,3,0.7,0,Ghirardelli
150,1197,5,2,0,2,0.7,1,Ghirardelli
150,1197,5,3,0,2.5,0.1,1,Ghirardelli
150,1198,6,1,1,1.5,0.1,0,Hershey
150,1198,6,2,0,1.2,0.6,0,Hershey
150,1198,6,3,0,3,0.8,1,Hershey
150,1199,7,1,0,1.5,0.1,0,Lindt
150,1199,7,2,0,2,0.6,0,Lindt
150,1199,7,3,1,3,0.7,1,Hershey
150,1200,8,1,1,2,0.8,1,Hershey
150,1200,8,2,0,1,0.1,1,Lindt
150,1200,8,3,0,2,0.6,1,Hershey
151,1201,1,1,1,1.5,0.1,1,Hershey
151,1201,1,2,0,2.5,0.7,0,Ghirardelli
151,1201,1,3,0,2.5,0.8,1,Lindt
151,1202,2,1,1,1,0.8,0,Hershey
151,1202,2,2,0,1.2,0.8,0,Hershey
151,1202,2,3,0,1.2,0.7,0,Hershey
151,1203,3,1,1,2,0.8,1,Hershey
151,1203,3,2,0,1.2,0.6,1,Lindt
151,1203,3,3,0,1,0.6,1,Lindt
151,1204,4,1,1,2.5,0.1,0,Ghirardelli
151,1204,4,2,0,1.5,0.7,0,Lindt
151,1204,4,3,0,2,0.6,1,Ghirardelli
151,1205,5,1,0,1.2,0.8,1,Hershey
151,1205,5,2,0,1.2,0.7,1,Lindt
151,1205,5,3,1,1,0.1,0,Lindt
151,1206,6,1,1,2.5,0.1,1,Ghirardelli
151,1206,6,2,0,2,0.7,1,Hershey
151,1206,6,3,0,1.2,0.6,1,Lindt
151,1207,7,1,0,2.5,0.1,0,Ghirardelli
151,1207,7,2,0,1,0.6,0,Lindt
151,1207,7,3,1,1,0.8,0,Ghirardelli
